rapport,nom_mandataire,id_msp,date_obs,heure_obs,type_obs,marq_sol,glace_chen,long_wgs84,lat_wgs84,err_xy_cm,alt_m_cgvd,err_z_cm,producteur,version,date_heure_obs
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-58.pdf"" target=""_blank"">600019-58</a>",600019-58,"677",2019/04/30,15:00:00,ACT,Non,Non,-75.8405947482,46.4199513516,1.9,188.253,2.3,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 15:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-58.pdf"" target=""_blank"">600019-58</a>",600019-58,"678",2019/04/30,15:38:00,ACT,Non,Non,-75.8934810004,46.4694008574,1.3,179.741,1.5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 15:38:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-58.pdf"" target=""_blank"">600019-58</a>",600019-58,"679",2019/04/30,15:50:00,MAX,Non,Oui,-75.8930989102,46.4689168179,1,182.685,1.2,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 15:50:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"680",2019/04/30,08:40:00,ACT,Non,Non,-73.9669816047,45.5161491317,5,24.67,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 08:40:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"681",2019/04/30,09:11:00,ACT,Oui,Non,-73.9368515947,45.5248491339,5,24.65,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 09:11:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"682",2019/04/30,09:17:00,ACT,Oui,Non,-73.9362915958,45.5254591348,5,24.63,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 09:17:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"683",2019/04/30,09:25:00,ACT,Oui,Non,-73.935571596,45.5260691344,5,24.64,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 09:25:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"684",2019/04/30,09:36:00,ACT,Oui,Non,-73.9323215931,45.5273891344,5,24.69,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 09:36:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"685",2019/04/30,09:48:00,ACT,Oui,Non,-73.9318815947,45.5278991352,5,24.75,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 09:48:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"686",2019/04/30,09:56:00,ACT,Oui,Non,-73.930351594,45.5281991347,5,24.67,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 09:56:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"687",2019/04/30,10:30:00,ACT,Non,Non,-73.8838115781,45.534399138,5,24.59,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 10:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"688",2019/04/30,10:50:00,ACT,Non,Non,-73.9050115857,45.5318091359,5,24.66,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 10:50:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"689",2019/04/30,14:35:00,ACT,Oui,Non,-73.928781593,45.5282591348,5,24.64,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 14:35:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"690",2019/04/30,14:48:00,ACT,Oui,Non,-73.9228915909,45.5284091352,5,24.69,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 14:48:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"691",2019/04/30,15:00:00,ACT,Oui,Non,-73.9219015909,45.531099136,5,24.67,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 15:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"692",2019/04/30,15:10:00,ACT,Oui,Non,-73.9176715894,45.5308091359,5,24.74,5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 15:10:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"693",2019/04/30,12:52:00,MAX,Oui,Non,-74.0582783422,45.7366864265,0.9,65,1.5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 12:52:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"694",2019/04/30,13:24:00,MAX,Oui,Non,-74.0865163203,45.7231852522,1.5,64.89,2.6,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 13:24:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"695",2019/04/30,13:42:00,MAX,Oui,Non,-74.0895358416,45.7198651721,1.6,64.53,2.5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 13:42:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"696",2019/04/30,13:58:00,MAX,Oui,Non,-74.1084468459,45.7040147091,1.3,63.87,2.6,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 13:58:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"697",2019/04/30,14:15:00,MAX,Oui,Non,-74.1302454446,45.7009813875,2.4,64.14,2.8,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 14:15:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"698",2019/04/30,14:25:00,MAX,Oui,Non,-74.1402528375,45.6991022562,2.5,64.15,2.7,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 14:25:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"699",2019/04/30,09:48:00,MAX,Oui,Oui,-74.1586348459,45.9991154275,2.5,307.42,2.9,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 09:48:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"700",2019/04/30,10:05:00,MAX,Oui,Non,-74.1799628933,46.0042138479,1.6,307.48,2.4,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 10:05:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"701",2019/04/30,10:22:00,MAX,Oui,Oui,-74.1781443735,46.0061592781,2.1,307.81,3.1,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 10:22:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"702",2019/04/30,10:34:00,MAX,Oui,Non,-74.1866870768,46.0075443477,1.4,308.04,2.5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 10:34:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"703",2019/04/30,10:42:00,MAX,Oui,Non,-74.1823251352,46.0080960877,1.8,307.93,2.9,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 10:42:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"704",2019/04/30,10:48:00,MAX,Oui,Non,-74.1920113692,46.0152656981,1.3,308.39,2.7,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 10:48:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"705",2019/04/30,11:02:00,MAX,Oui,Non,-74.1770921729,46.0063860574,1.5,307.29,2.9,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 11:02:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"706",2019/04/30,11:12:00,MAX,Oui,Non,-74.1694249314,46.0095257982,1,307.68,2.9,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 11:12:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"707",2019/04/30,14:38:00,MAX,,Non,-73.5610215273,46.2943892795,0.6,203.249,0.9,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 14:38:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"708",2019/04/30,14:38:00,MAX,,Non,-73.5609815281,46.2944492797,0.6,203.221,0.9,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 14:38:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"709",2019/04/30,14:38:00,MAX,,Non,-73.5610315263,46.2945392803,0.7,203.208,1.1,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 14:38:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"710",2019/04/30,14:38:00,MAX,,Non,-73.5603615269,46.2945992796,0.6,203.235,0.9,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 14:38:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"711",2019/04/30,14:54:00,MAX,,Non,-73.5609715268,46.29348928,1,203.173,1.5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 14:54:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"712",2019/04/30,14:54:00,MAX,,Non,-73.561031527,46.2935492795,1.3,202.753,2.9,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 14:54:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"713",2019/04/30,15:12:00,MAX,,Non,-73.5602715276,46.2950192805,1.1,203.181,1.9,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 15:12:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"714",2019/04/30,15:12:00,ACT,,Non,-73.5602715276,46.2950192805,1.1,202.995,1.9,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 15:12:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"715",2019/04/30,15:21:00,MAX,,Non,-73.5596915266,46.2931592803,1.3,203.169,2.5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 15:21:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"716",2019/04/30,15:40:00,MAX,,Non,-73.5605715278,46.2916292798,0.1,202.891,0.3,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 15:40:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"717",2019/04/30,16:03:00,MAX,,Non,-73.5597015285,46.3097292827,0.74,204.437,0.52,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 16:03:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"718",2019/04/30,16:11:00,MAX,,Non,-73.5594815268,46.3093892823,0.71,204.396,0.18,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 16:11:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"719",2019/04/30,16:27:00,MAX,,Non,-73.5600115279,46.3082492827,0.14,204.935,0.06,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 16:27:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"720",2019/04/30,16:27:00,ACT,,Non,-73.5600115279,46.3082492827,0.61,204.809,0.23,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 16:27:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"721",2019/04/30,16:32:00,MAX,,Non,-73.5608415281,46.3091092826,1.77,204.461,0.66,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 16:32:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"722",2019/04/30,16:53:00,MAX,,Non,-73.5618215292,46.3121792826,2.03,200.923,0.79,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 16:53:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"723",2019/04/30,16:53:00,MAX,,Non,-73.5618015299,46.3120492831,1.2,204.63,0.71,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 16:53:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"724",2019/04/30,17:04:00,MAX,,Non,-73.5589015281,46.3080692823,1,204.502,2.2,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 17:04:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"725",2019/04/30,17:20:00,MAX,,Non,-73.5613015284,46.305799282,0.5,204.185,0.4,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 17:20:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"726",2019/04/30,17:30:00,MAX,,Non,-73.563141529,46.305209282,0.26,204.349,1,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 17:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"727",2019/04/30,17:35:00,MAX,,Non,-73.5632415292,46.3049292818,0.12,204.197,0.12,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 17:35:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"728",2019/04/30,17:40:00,MAX,,Non,-73.5597515277,46.3064992823,0.9,204.227,1.5,Initiative du MSP (depuis 2017),2025/07/09,2019/04/30 17:40:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-57.pdf"" target=""_blank"">600019-57</a>",600019-57,"729",2019/05/01,15:30:00,MAX,Non,Non,-75.5581432769,45.5038633183,2.9,42.813,4.3,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 15:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-57.pdf"" target=""_blank"">600019-57</a>",600019-57,"730",2019/05/01,16:04:00,MAX,Non,Non,-75.5620547577,45.5000541672,1.7,44.521,2.5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 16:04:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-57.pdf"" target=""_blank"">600019-57</a>",600019-57,"731",2019/05/01,16:47:00,MAX,Non,Non,-75.6093037221,45.4797988819,2.2,44.85,3.5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 16:47:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-57.pdf"" target=""_blank"">600019-57</a>",600019-57,"732",2019/05/01,17:06:00,MAX,Oui,Non,-75.6194042452,45.4806647514,2.9,44.833,4.7,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 17:06:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"733",2019/05/01,07:28:00,MAX,Oui,Non,-73.96237159,45.3343391005,5,22.62,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 07:28:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"734",2019/05/01,07:51:00,MAX,Oui,Non,-74.0042416051,45.3619891036,5,24.12,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 07:51:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"735",2019/05/01,08:06:00,MAX,Oui,Non,-74.0099516082,45.375649106,5,22.95,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 08:06:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"736",2019/05/01,08:22:00,MAX,Oui,Non,-74.0089116096,45.3833191069,5,24.03,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 08:22:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"737",2019/05/01,08:40:00,ACT,Non,Non,-74.0078116095,45.3843891071,5,23.58,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 08:40:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"738",2019/05/01,08:52:00,MAX,Oui,Non,-74.007101609,45.3848491069,5,23.3,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 08:52:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"739",2019/05/01,09:35:00,MAX,Oui,Non,-74.0076616097,45.3883291082,5,24.05,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 09:35:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"740",2019/05/01,09:53:00,MAX,Oui,Non,-74.0089116099,45.3887291082,5,24.7,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 09:53:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"741",2019/05/01,10:24:00,MAX,Oui,Non,-74.0104216104,45.390159108,5,24.57,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 10:24:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"742",2019/05/01,12:40:00,MAX,Oui,Non,-74.0256616164,45.3983591085,5,24.63,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 12:40:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"743",2019/05/01,12:56:00,MAX,Oui,Non,-74.0238116161,45.4001491091,5,24.68,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 12:56:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"744",2019/05/01,13:17:00,MAX,Oui,Non,-74.0221016145,45.4015091088,5,24.41,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 13:17:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"745",2019/05/01,13:44:00,MAX,Oui,Non,-74.0145516134,45.4147891124,5,24.67,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 13:44:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"746",2019/05/01,13:49:00,MAX,Oui,Non,-74.014221614,45.4149291124,5,24.34,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 13:49:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"747",2019/05/01,14:32:00,MAX,Oui,Non,-74.0400116223,45.4203991122,5,24.73,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 14:32:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"748",2019/05/01,14:49:00,MAX,Oui,Non,-74.0387716221,45.4228591127,5,24.91,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 14:49:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"749",2019/05/01,15:07:00,MAX,Oui,Non,-74.0276716189,45.4253291132,5,24.57,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 15:07:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"750",2019/05/01,15:26:00,MAX,Oui,Non,-74.0306816193,45.4253791142,5,24.39,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 15:26:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"751",2019/05/01,16:26:00,MAX,Oui,Non,-74.2238216883,45.4812791161,5,24.87,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 16:26:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"752",2019/05/01,16:47:00,MAX,Oui,Non,-74.2492016963,45.4823291152,5,24.8,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 16:47:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"753",2019/05/01,17:04:00,MAX,Oui,Non,-74.2842617092,45.4870391152,5,24.75,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 17:04:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"754",2019/05/01,17:48:00,MAX,Oui,Non,-74.3063717156,45.4766391116,5,24.82,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 17:48:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"755",2019/05/01,18:07:00,MAX,Oui,Non,-74.3194017216,45.492779114,5,25.07,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 18:07:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"756",2019/05/01,18:17:00,MAX,Oui,Non,-74.3237517229,45.4929091143,5,24.92,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 18:17:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"757",2019/05/01,18:28:00,MAX,Oui,Non,-74.3297417248,45.4947591135,5,25.09,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 18:28:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"758",2019/05/01,18:45:00,MAX,Oui,Non,-74.3428417305,45.5054491154,5,24.72,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 18:45:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"759",2019/05/01,18:57:00,MAX,Oui,Non,-74.3522017348,45.5121591161,5,24.95,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 18:57:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"760",2019/05/01,12:03:00,ACT,,Non,-74.3080917213,45.5347591217,5,24.91,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 12:03:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"761",2019/05/01,12:11:00,ACT,,Non,-74.302641719,45.531589122,5,24.69,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 12:11:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"762",2019/05/01,13:04:00,MAX,,Non,-74.3528417366,45.5533491233,5,25.01,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 13:04:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"763",2019/05/01,13:20:00,MAX,,Non,-74.3712717441,45.5645891248,5,25.83,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 13:20:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-59.pdf"" target=""_blank"">600019-59</a>",600019-59,"764",2019/05/01,13:53:00,MAX,,Non,-74.44406177,45.5835091245,5,41.32,5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 13:53:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-60.pdf"" target=""_blank"">600019-60</a>",600019-60,"765",2019/05/01,09:10:00,MAX,Oui,Non,-74.253029092,45.6649534061,1.6,63.22,2.4,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 09:10:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-61.pdf"" target=""_blank"">600019-61</a>",600019-61,"766",2019/05/01,10:00:00,MAX,Oui,Oui,-73.4623815054,46.4496193094,0.9,278.688,0.5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/01 10:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-57.pdf"" target=""_blank"">600019-57</a>",600019-57,"767",2019/05/02,11:51:00,ACT,Non,Non,-75.6399744923,45.4808732806,2.2,45.051,3.6,Initiative du MSP (depuis 2017),2025/07/09,2019/05/02 11:51:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-57.pdf"" target=""_blank"">600019-57</a>",600019-57,"768",2019/05/02,12:19:00,ACT,Oui,Non,-75.6442272937,45.4792141202,1.7,44.883,3,Initiative du MSP (depuis 2017),2025/07/09,2019/05/02 12:19:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-57.pdf"" target=""_blank"">600019-57</a>",600019-57,"769",2019/05/02,13:39:00,ACT,Oui,Non,-75.6746475626,45.4717741885,1.8,45.065,2.4,Initiative du MSP (depuis 2017),2025/07/09,2019/05/02 13:39:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600019-57.pdf"" target=""_blank"">600019-57</a>",600019-57,"770",2019/05/02,14:19:00,ACT,Oui,Non,-75.6919148174,45.4557556549,1.1,45.157,1.5,Initiative du MSP (depuis 2017),2025/07/09,2019/05/02 14:19:00
